month;food;alcohol;clothes;living;housekeeping;healthcare;transport;comunications;recreations;restaurants;other
2018M08;312.60;507.14;177.17;405.96;217.26;859.84;448.60;125.75;179.98;562.41;404.51
2018M09;314.09;509.26;189.40;406.31;217.26;849.76;447.45;124.09;181.00;565.85;405.66
2018M10;312.57;509.31;190.17;406.30;217.31;851.24;448.42;123.10;179.61;564.49;406.42
2018M11;312.18;509.46;193.37;409.01;216.47;846.48;442.04;121.74;178.42;567.38;405.90
2018M12;314.09;509.24;195.03;409.84;216.83;844.80;447.82;120.94;180.04;565.10;407.09
2019M01;312.87;509.90;171.88;415.02;214.99;858.85;438.49;119.03;176.59;558.45;410.98
2019M02;316.85;510.72;179.24;415.07;216.87;873.41;444.02;118.41;175.99;563.76;413.47
2019M03;319.14;514.04;182.41;414.15;218.68;877.41;445.44;117.12;175.44;565.49;413.82
2019M04;318.62;514.42;185.34;414.64;218.28;878.99;461.30;117.68;176.72;567.40;413.37
2019M05;318.87;516.02;188.88;413.88;219.73;882.56;459.11;117.12;177.97;577.16;413.14
2019M06;319.21;516.08;178.81;410.19;220.64;883.98;460.33;115.71;182.48;577.75;413.58
2019M07;325.89;516.36;167.74;413.92;218.67;840.52;468.15;115.33;186.66;573.48;412.83
2019M08;323.01;516.62;174.69;414.91;217.94;847.84;459.77;115.30;181.06;575.24;414.91
2019M09;322.68;519.01;186.54;415.06;220.19;855.78;457.01;115.33;180.64;582.05;418.00
2019M10;321.08;518.99;186.92;414.85;219.24;864.66;459.86;115.91;180.55;581.46;417.59
2019M11;322.03;519.08;190.77;417.43;220.31;868.95;457.24;115.44;177.67;583.56;417.55
2019M12;322.08;518.94;192.18;416.33;220.65;869.10;467.31;115.22;179.74;581.56;417.22
2020M01;320.53;519.21;168.81;413.68;217.41;882.19;460.63;111.52;176.23;576.79;419.94
2020M02;324.79;519.80;173.31;412.61;221.81;888.31;460.38;111.00;177.06;579.55;421.70
2020M03;327.21;522.75;180.24;411.74;219.52;892.76;454.82;110.99;173.97;578.80;422.14
2020M04;329.90;523.30;178.21;409.64;222.24;892.75;448.96;108.84;173.86;571.15;422.86
2020M05;331.23;524.94;182.62;411.07;222.10;896.04;449.74;110.28;176.23;577.33;424.42
2020M06;327.59;525.89;180.88;413.75;222.62;901.44;463.34;110.36;179.59;575.74;423.54
2020M07;330.98;526.34;173.67;410.49;221.80;856.97;477.10;110.48;182.87;576.77;423.35
2020M08;329.54;526.09;176.04;417.28;222.23;865.91;463.12;109.98;178.82;578.44;427.85
2020M09;325.58;527.42;187.88;418.20;223.81;872.30;460.76;110.01;176.35;581.35;427.98
2020M10;325.80;527.66;189.25;414.54;224.19;874.12;462.08;109.68;176.99;580.06;428.49
2020M11;325.74;527.93;191.19;416.77;224.81;877.56;458.27;108.52;176.22;580.85;427.39
2020M12;325.30;528.78;192.42;419.34;224.68;884.39;469.45;108.64;178.97;579.54;428.61
2021M01;326.63;528.63;175.43;424.40;222.68;886.77;468.19;108.00;175.37;579.01;430.82
2021M02;325.24;529.04;180.91;425.34;222.72;889.28;471.06;107.94;176.01;581.75;430.80
2021M03;326.97;530.35;188.21;422.75;223.06;879.04;477.31;107.56;175.13;581.56;430.81
2021M04;328.16;530.97;191.08;421.31;223.93;888.22;478.28;107.02;176.72;582.34;432.25
2021M05;328.00;531.62;193.69;423.46;224.50;879.99;481.12;107.22;175.55;583.88;433.09
2021M06;326.57;531.61;187.59;424.68;224.37;887.00;486.41;107.58;176.33;584.69;430.72
2021M07;330.08;532.02;180.13;429.31;223.68;846.49;490.94;107.27;177.07;589.06;428.46
2021M08;330.62;532.09;184.34;432.95;226.40;840.51;492.88;106.89;176.39;593.30;433.82
2021M09;328.42;532.66;192.86;439.53;227.30;851.85;489.24;107.14;176.28;595.07;436.67
2021M10;329.61;532.72;193.30;434.26;227.14;860.77;496.23;107.02;179.30;597.17;437.60
2021M11;329.08;533.19;196.55;440.45;227.54;856.84;496.61;106.73;179.32;602.97;437.17
2021M12;330.90;532.94;200.04;458.74;229.02;854.90;497.46;107.06;178.60;605.37;438.46
2022M01;332.97;533.04;181.05;448.61;233.03;885.32;505.32;106.33;177.17;603.36;438.13
2022M02;338.16;533.59;185.47;445.99;237.23;896.22;513.40;106.71;179.97;607.35;440.87
2022M03;346.07;539.23;191.14;456.16;241.08;901.06;529.46;106.27;180.16;616.18;443.90
2022M04;349.98;540.76;194.25;455.50;243.06;912.80;533.74;106.04;180.23;623.91;451.26
2022M05;356.85;541.63;198.36;460.77;247.58;914.96;532.57;106.44;182.82;634.54;451.48
2022M06;363.02;541.25;193.00;469.30;251.70;919.79;554.08;106.41;183.21;643.48;450.72
2022M07;374.64;541.67;189.42;468.55;248.61;874.86;551.61;106.53;183.84;641.65;452.61
2022M08;377.02;541.45;195.64;498.22;253.34;885.62;540.33;106.45;183.21;651.13;456.10
2022M09;381.23;548.11;204.83;515.48;258.37;897.52;536.49;106.58;184.08;653.33;454.89
2022M10;386.39;549.35;205.42;498.07;261.24;902.62;553.34;108.03;188.24;656.12;457.30
2022M11;388.50;549.80;206.99;518.01;262.59;903.15;547.63;106.60;186.94;661.15;461.28
